chr	coord	gene_name	refseqID	rel_location	utr5_st	utr5_end	cds_st	cds_end	utr3_st	utr3_end	utr5_size	cds_size	utr3_size
chr1	36074864	PSMB2	ENST00000373237.3	1.711221	842	431	430	-175	-176	-1858	411	605	1682
chr1	36074939	PSMB2	ENST00000373237.3	1.587459	767	356	355	-250	-251	-1933	411	605	1682
chr1	36226251	CLSPN	ENST00000251195.5	1.317829	1367	1271	1270	-2728	-2729	-3401	96	3998	672
chr1	36521336	AGO3	ENST00000373191.4	1.996129	2921	2573	2572	-10	-11	-16765	348	2582	16754
chr1	36558836	ADPRHL2	ENST00000373178.4	1.861722	970	941	940	-151	-152	-697	29	1091	545
chr1	36558838	ADPRHL2	ENST00000373178.4	1.863553	972	943	942	-149	-150	-695	29	1091	545
chr1	36559165	ADPRHL2	ENST00000373178.4	2.326007	1299	1270	1269	178	177	-368	29	1091	545
chr1	36559236	ADPRHL2	ENST00000373178.4	2.456044	1370	1341	1340	249	248	-297	29	1091	545
chr1	36602717	TRAPPC3	ENST00000373166.3	2.137876	720	630	629	87	86	-544	90	542	630
chr1	36602725	TRAPPC3	ENST00000373166.3	2.125198	712	622	621	79	78	-552	90	542	630
chr1	36602829	TRAPPC3	ENST00000373166.3	1.953959	608	518	517	-25	-26	-656	90	542	630
chr1	36603563	TRAPPC3	ENST00000373166.3	1.473297	347	257	256	-286	-287	-917	90	542	630
chr1	36752720	THRAP3	ENST00000354618.5	1.309972	1112	889	888	-1979	-1980	-3319	223	2867	1339
chr1	36754713	THRAP3	ENST00000354618.5	1.381102	1316	1093	1092	-1775	-1776	-3115	223	2867	1339
chr1	36769610	THRAP3	ENST00000354618.5	1.997211	3083	2860	2859	-8	-9	-1348	223	2867	1339
chr1	36807393	STK40	ENST00000359297.2	2.393566	2668	2661	2660	1407	1406	-2168	7	1253	3574
chr1	36859465	LSM10	ENST00000315732.2	1.715054	415	266	265	-106	-107	-434	149	371	327
chr1	36859608	LSM10	ENST00000315732.2	1.330645	272	123	122	-249	-250	-577	149	371	327
chr1	36921399	MRPS15	ENST00000373116.5	1.987080	925	764	763	-10	-11	-80	161	773	69
chr1	36921409	MRPS15	ENST00000373116.5	1.974160	915	754	753	-20	-21	-90	161	773	69
chr1	36929855	MRPS15	ENST00000373116.5	1.028424	183	22	21	-752	-753	-822	161	773	69
chr1	37980337	MEAF6	ENST00000373075.2	1.018152	27	11	10	-595	-596	-2119	16	605	1523
chr1	38032495	GNL2	ENST00000373062.3	1.982240	2255	2157	2156	-39	-40	-78	98	2195	38
chr1	38032591	GNL2	ENST00000373062.3	1.938525	2159	2061	2060	-135	-136	-174	98	2195	38
chr1	38033946	GNL2	ENST00000373062.3	1.856557	1979	1881	1880	-315	-316	-354	98	2195	38
chr1	38040036	GNL2	ENST00000373062.3	1.602914	1422	1324	1323	-872	-873	-911	98	2195	38
chr1	38259956	MANEAL	ENST00000373045.6	1.074236	482	102	101	-1272	-1273	-2202	380	1373	929
chr1	38265592	MANEAL	ENST00000373045.6	1.794032	1471	1091	1090	-283	-284	-1213	380	1373	929
chr1	38323136	MTF1	ENST00000373036.4	1.086207	335	195	194	-2067	-2068	-7636	140	2261	5568
chr1	38423535	SF3A3	ENST00000373019.4	2.266722	2784	1829	1828	323	322	-888	955	1505	1210
chr1	39304685	RRAGC	ENST00000373001.3	2.398524	1916	1740	1739	540	539	-815	176	1199	1354
chr1	39305106	RRAGC	ENST00000373001.3	2.087823	1495	1319	1318	119	118	-1236	176	1199	1354
chr1	39469879	AKIRIN1	ENST00000432648.3	2.075848	888	731	730	152	151	-1852	157	578	2003
chr1	39470183	AKIRIN1	ENST00000432648.3	2.227545	1192	1035	1034	456	455	-1548	157	578	2003
chr1	39494410	NDUFS5	ENST00000372969.3	1.043614	100	14	13	-307	-308	-447	86	320	139
chr1	39494451	NDUFS5	ENST00000372969.3	1.171340	141	55	54	-266	-267	-406	86	320	139
chr1	40041562	PABPC4	ENST00000372857.3	1.032041	854	62	61	-1873	-1874	-2193	792	1934	319
chr1	40042013	PABPC4	ENST00000372857.3	0.509458	403	-389	-390	-2324	-2325	-2644	792	1934	319
chr1	40219083	PPIE	ENST00000324379.5	2.159091	980	962	961	56	55	-296	18	905	351
chr1	40219199	PPIE	ENST00000324379.5	2.488636	1096	1078	1077	172	171	-180	18	905	351
chr1	40219318	PPIE	ENST00000324379.5	2.826705	1215	1197	1196	291	290	-61	18	905	351
chr1	40307412	TRIT1	ENST00000316891.5	2.005772	1422	1408	1407	4	3	-689	14	1403	692
chr1	40702404	RLF	ENST00000372771.4	1.353351	2056	2030	2029	-3715	-3716	-4189	26	5744	473
chr1	40702648	RLF	ENST00000372771.4	1.395822	2300	2274	2273	-3471	-3472	-3945	26	5744	473
chr1	40758359	ZMPSTE24	ENST00000372759.3	2.011881	1610	1446	1445	18	17	-1497	164	1427	1514
chr1	40981111	EXO5	ENST00000372703.1	1.797683	1968	895	894	-227	-228	-598	1073	1121	370
chr1	41223844	NFYC	ENST00000372652.1	1.332576	706	439	438	-881	-882	-1656	267	1319	774
chr1	41477705	CTPS1	ENST00000372621.4	2.420765	2668	2161	2160	385	384	-530	507	1775	914
chr1	42925799	PPCS	ENST00000372561.3	2.413934	1144	1138	1137	202	201	-286	6	935	487
chr1	43392143	SLC2A1	ENST00000426263.3	2.342771	2226	2048	2047	569	568	-1091	178	1478	1659
chr1	43392290	SLC2A1	ENST00000426263.3	2.254217	2079	1901	1900	422	421	-1238	178	1478	1659
chr1	43392519	SLC2A1	ENST00000426263.3	2.116265	1850	1672	1671	193	192	-1467	178	1478	1659
chr1	43630019	EBNA1BP2	ENST00000431635.2	2.354478	1329	1181	1180	95	94	-173	148	1085	267
chr1	44069797	PTPRF	ENST00000359947.4	1.519567	3313	2974	2973	-2750	-2751	-4413	339	5723	1662
chr1	44083437	PTPRF	ENST00000359947.4	1.738295	4565	4226	4225	-1498	-1499	-3161	339	5723	1662
chr1	44450547	B4GALT2	ENST00000356836.6	1.500447	1349	560	559	-559	-560	-1279	789	1118	719
chr1	44456083	B4GALT2	ENST00000356836.6	1.966935	1871	1082	1081	-37	-38	-757	789	1118	719
chr1	44456130	B4GALT2	ENST00000356836.6	2.013889	1918	1129	1128	10	9	-710	789	1118	719
chr1	45241727	RPS8	ENST00000396651.3	1.041467	185	26	25	-601	-602	-695	159	626	93
chr1	45241741	RPS8	ENST00000396651.3	1.063796	199	40	39	-587	-588	-681	159	626	93
chr1	45243404	RPS8	ENST00000396651.3	1.526316	489	330	329	-297	-298	-391	159	626	93
chr1	45483125	ZSWIM5	ENST00000359600.5	2.487105	4764	4559	4558	1001	1000	-1054	205	3557	2054
chr1	45976847	PRDX1	ENST00000262746.1	2.525597	1093	754	753	154	153	-139	339	599	292
chr1	45977054	PRDX1	ENST00000262746.1	1.911667	886	547	546	-53	-54	-346	339	599	292
chr1	45984675	PRDX1	ENST00000262746.1	1.068333	380	41	40	-559	-560	-852	339	599	292
chr1	46159145	TMEM69	ENST00000372025.4	1.419355	1468	312	311	-432	-433	-970	1156	743	537
chr1	46654531	POMGNT1	ENST00000396420.3	2.920982	3302	2666	2665	2063	2062	-177	636	602	2239
chr1	46775981	UQCRH	ENST00000311672.5	1.855072	371	236	235	-40	-41	-232	135	275	191
chr1	46782265	UQCRH	ENST00000311672.5	2.046875	420	285	284	9	8	-183	135	275	191
chr1	47101453	ATPAF1	ENST00000576409.1	1.995265	1113	1051	1050	-5	-6	-3044	62	1055	3038
chr1	47717291	STIL	ENST00000360380.3	1.875000	3744	3381	3380	-483	-484	-1480	363	3863	996
chr1	47746052	STIL	ENST00000360380.3	1.537785	2441	2078	2077	-1786	-1787	-2783	363	3863	996
chr1	51439640	CDKN2C	ENST00000262662.1	1.404339	2238	205	204	-302	-303	-665	2033	506	362
chr1	51439686	CDKN2C	ENST00000262662.1	1.495069	2284	251	250	-256	-257	-619	2033	506	362
chr1	52254903	NRD1	ENST00000354831.7	2.111111	3854	3665	3664	5	4	-40	189	3659	44
chr1	52344064	NRD1	ENST00000354831.7	1.061202	413	224	223	-3436	-3437	-3481	189	3659	44
chr1	52486367	TXNDC12	ENST00000371626.4	2.296758	1831	757	756	238	237	-564	1074	518	801
chr1	52486522	TXNDC12	ENST00000371626.4	2.103491	1676	602	601	83	82	-719	1074	518	801
chr1	52498032	KTI12	ENST00000371614.1	2.567340	1456	1402	1401	337	336	-257	54	1064	593
chr1	52498249	KTI12	ENST00000371614.1	2.202020	1239	1185	1184	120	119	-474	54	1064	593
chr1	52705066	ZFYVE9	ENST00000287727.3	1.462132	2148	1977	1976	-2301	-2302	-2765	171	4277	463
chr1	52818239	CC2D1B	ENST00000371586.2	2.325804	3667	3529	3528	952	951	-1970	138	2576	2921
chr1	52818341	CC2D1B	ENST00000371586.2	2.290897	3565	3427	3426	850	849	-2072	138	2576	2921
chr1	52859287	ORC1	ENST00000371568.3	1.351895	1128	910	909	-1676	-1677	-2028	218	2585	351
chr1	52882678	PRPF38A	ENST00000257181.9	2.076163	1440	1255	1254	316	315	-3833	185	938	4148
chr1	52912055	ZCCHC11	ENST00000371544.3	1.724012	3835	3573	3572	-1362	-1363	-2022	262	4934	659
chr1	52940870	ZCCHC11	ENST00000371544.3	1.478419	2623	2361	2360	-2574	-2575	-3234	262	4934	659
chr1	53153725	SELRC1	ENST00000371538.3	1.521552	402	363	362	-333	-334	-1217	39	695	883
chr1	53358813	ZYG11A	ENST00000371528.1	2.090152	2611	2464	2463	184	183	-1857	147	2279	2040
chr1	53358963	ZYG11A	ENST00000371528.1	2.163645	2761	2614	2613	334	333	-1707	147	2279	2040
chr1	54502366	TMEM59	ENST00000371344.1	1.587219	1759	340	339	-239	-240	-713	1419	578	473
chr1	54562455	TCEANC2	ENST00000234827.1	2.094495	1135	936	935	309	308	-2961	199	626	3269
chr1	54666078	MRPL37	ENST00000605337.1	1.111570	209	162	161	-1290	-1291	-1372	47	1451	81
chr1	55207186	MROH7-TTC4	ENST00000414150.2	2.546717	5148	4871	4870	866	865	-718	277	4004	1583
chr1	55207186	TTC4	ENST00000371281.3	2.000000	1250	1164	1163	0	-1	-1144	86	1163	1143
chr1	55207425	MROH7-TTC4	ENST00000414150.2	2.697601	5387	5110	5109	1105	1104	-479	277	4004	1583
chr1	55207425	TTC4	ENST00000371281.3	2.208916	1489	1403	1402	239	238	-905	86	1163	1143
chr1	55207529	MROH7-TTC4	ENST00000414150.2	2.763258	5491	5214	5213	1209	1208	-375	277	4004	1583
chr1	55207529	TTC4	ENST00000371281.3	2.299825	1593	1507	1506	343	342	-801	86	1163	1143
chr1	55207742	MROH7-TTC4	ENST00000414150.2	2.897727	5704	5427	5426	1422	1421	-162	277	4004	1583
chr1	55207742	TTC4	ENST00000371281.3	2.486014	1806	1720	1719	556	555	-588	86	1163	1143
chr1	55207822	MROH7-TTC4	ENST00000414150.2	2.948232	5784	5507	5506	1502	1501	-82	277	4004	1583
chr1	55207822	TTC4	ENST00000371281.3	2.555944	1886	1800	1799	636	635	-508	86	1163	1143
chr1	55207829	MROH7-TTC4	ENST00000414150.2	2.952652	5791	5514	5513	1509	1508	-75	277	4004	1583
chr1	55207829	TTC4	ENST00000371281.3	2.562063	1893	1807	1806	643	642	-501	86	1163	1143
chr1	55316370	DHCR24	ENST00000371269.3	2.590769	3185	3087	3086	1536	1535	-1064	98	1550	2599
chr1	55316439	DHCR24	ENST00000371269.3	2.564231	3116	3018	3017	1467	1466	-1133	98	1550	2599
chr1	55316458	DHCR24	ENST00000371269.3	2.556923	3097	2999	2998	1448	1447	-1152	98	1550	2599
chr1	55317124	DHCR24	ENST00000371269.3	2.300769	2431	2333	2332	782	781	-1818	98	1550	2599
chr1	55317368	DHCR24	ENST00000371269.3	2.206923	2187	2089	2088	538	537	-2062	98	1550	2599
chr1	59125361	MYSM1	ENST00000472487.1	2.058577	2834	2795	2794	308	307	-4950	39	2486	5257
chr1	59247263	JUN	ENST00000371222.2	2.377535	2522	1480	1479	484	483	-798	1042	995	1281
chr1	59247370	JUN	ENST00000371222.2	2.294072	2415	1373	1372	377	376	-905	1042	995	1281
chr1	59247386	JUN	ENST00000371222.2	2.281591	2399	1357	1356	361	360	-921	1042	995	1281
chr1	59247436	JUN	ENST00000371222.2	2.242590	2349	1307	1306	311	310	-971	1042	995	1281
chr1	59247445	JUN	ENST00000371222.2	2.235569	2340	1298	1297	302	301	-980	1042	995	1281
chr1	59247469	JUN	ENST00000371222.2	2.216849	2316	1274	1273	278	277	-1004	1042	995	1281
chr1	59247613	JUN	ENST00000371222.2	2.104524	2172	1130	1129	134	133	-1148	1042	995	1281
chr1	59247639	JUN	ENST00000371222.2	2.084243	2146	1104	1103	108	107	-1174	1042	995	1281
chr1	59247681	JUN	ENST00000371222.2	2.051482	2104	1062	1061	66	65	-1216	1042	995	1281
chr1	59247740	JUN	ENST00000371222.2	2.005460	2045	1003	1002	7	6	-1275	1042	995	1281
chr1	59247871	JUN	ENST00000371222.2	1.875502	1914	872	871	-124	-125	-1406	1042	995	1281
chr1	59248006	JUN	ENST00000371222.2	1.739960	1779	737	736	-259	-260	-1541	1042	995	1281
chr1	59248026	JUN	ENST00000371222.2	1.719880	1759	717	716	-279	-280	-1561	1042	995	1281
chr1	59248114	JUN	ENST00000371222.2	1.631526	1671	629	628	-367	-368	-1649	1042	995	1281
chr1	59248117	JUN	ENST00000371222.2	1.628514	1668	626	625	-370	-371	-1652	1042	995	1281
chr1	59248378	JUN	ENST00000371222.2	1.366466	1407	365	364	-631	-632	-1913	1042	995	1281
chr1	59248383	JUN	ENST00000371222.2	1.361446	1402	360	359	-636	-637	-1918	1042	995	1281
chr1	59248721	JUN	ENST00000371222.2	1.022088	1064	22	21	-974	-975	-2256	1042	995	1281
chr1	59248750	JUN	ENST00000371222.2	0.993289	1035	-7	-8	-1003	-1004	-2285	1042	995	1281
chr1	59248792	JUN	ENST00000371222.2	0.953020	993	-49	-50	-1045	-1046	-2327	1042	995	1281
chr1	59248896	JUN	ENST00000371222.2	0.853308	889	-153	-154	-1149	-1150	-2431	1042	995	1281
chr1	59248941	JUN	ENST00000371222.2	0.810163	844	-198	-199	-1194	-1195	-2476	1042	995	1281
chr1	59249105	JUN	ENST00000371222.2	0.652924	680	-362	-363	-1358	-1359	-2640	1042	995	1281
chr1	59249137	JUN	ENST00000371222.2	0.622244	648	-394	-395	-1390	-1391	-2672	1042	995	1281
chr1	60338716	HOOK1	ENST00000371208.3	2.023147	2522	2266	2265	79	78	-3334	256	2186	3412
chr1	62902992	USP1	ENST00000339950.4	0.818405	666	-148	-149	-2506	-2507	-3329	814	2357	822
chr1	62905571	USP1	ENST00000339950.4	1.013995	847	33	32	-2325	-2326	-3148	814	2357	822
chr1	62910935	USP1	ENST00000339950.4	1.459712	1898	1084	1083	-1274	-1275	-2097	814	2357	822
chr1	62914185	USP1	ENST00000339950.4	1.623410	2284	1470	1469	-888	-889	-1711	814	2357	822
chr1	62915938	USP1	ENST00000339950.4	1.697201	2458	1644	1643	-714	-715	-1537	814	2357	822
chr1	62916295	USP1	ENST00000339950.4	1.848601	2815	2001	2000	-357	-358	-1180	814	2357	822
chr1	62916579	USP1	ENST00000339950.4	1.969042	3099	2285	2284	-73	-74	-896	814	2357	822
chr1	62916828	USP1	ENST00000339950.4	2.213852	3348	2534	2533	176	175	-647	814	2357	822
chr1	62917202	USP1	ENST00000339950.4	2.668287	3722	2908	2907	550	549	-273	814	2357	822
chr1	62917280	USP1	ENST00000339950.4	2.763062	3800	2986	2985	628	627	-195	814	2357	822
chr1	63284729	ATG4C	ENST00000317868.4	1.325345	654	448	447	-929	-930	-2283	206	1376	1353
chr1	63330176	ATG4C	ENST00000317868.4	2.255539	1929	1723	1722	346	345	-1008	206	1376	1353
chr1	63836706	ALG6	ENST00000371108.4	1.038058	362	58	57	-1466	-1467	-3008	304	1523	1541
chr1	64095116	PGM1	ENST00000371083.4	1.184165	688	321	320	-1422	-1423	-1968	367	1742	545
chr1	64125539	PGM1	ENST00000371083.4	2.353480	2303	1936	1935	193	192	-353	367	1742	545
chr1	65157543	CACHD1	ENST00000290039.5	2.199733	4076	3971	3970	299	298	-1198	105	3671	1496
chr1	65157928	CACHD1	ENST00000290039.5	2.456914	4461	4356	4355	684	683	-813	105	3671	1496
chr1	65298701	RAVER2	ENST00000294428.3	2.905971	4186	4109	4108	2033	2032	-211	77	2075	2243
chr1	67450401	MIER1	ENST00000357692.2	1.885535	1664	1408	1407	-182	-183	-3313	256	1589	3130
chr1	67450412	MIER1	ENST00000357692.2	1.892453	1675	1419	1418	-171	-172	-3302	256	1589	3130
chr1	67450425	MIER1	ENST00000357692.2	1.900629	1688	1432	1431	-158	-159	-3289	256	1589	3130
chr1	67450466	MIER1	ENST00000357692.2	1.926415	1729	1473	1472	-117	-118	-3248	256	1589	3130
chr1	67876979	SERBP1	ENST00000370994.4	2.354086	3189	3075	3074	1911	1910	-3486	114	1163	5396
chr1	67878471	SERBP1	ENST00000370994.4	2.077636	1697	1583	1582	419	418	-4978	114	1163	5396
chr1	67878732	SERBP1	ENST00000370994.4	2.029276	1436	1322	1321	158	157	-5239	114	1163	5396
chr1	67880921	SERBP1	ENST00000370994.4	1.889175	1149	1035	1034	-129	-130	-5526	114	1163	5396
chr1	67891877	SERBP1	ENST00000370994.4	1.347938	519	405	404	-759	-760	-6156	114	1163	5396
chr1	67896004	SERBP1	ENST00000370994.4	0.826087	94	-20	-21	-1184	-1185	-6581	114	1163	5396
chr1	68659751	WLS	ENST00000262348.4	1.163592	519	266	265	-1360	-1361	-2228	253	1625	867
chr1	68947835	DEPDC1	ENST00000456315.2	1.679803	1770	1656	1655	-780	-781	-3560	114	2435	2779
chr1	70611499	LRRC40	ENST00000370952.3	1.991155	1872	1793	1792	-16	-17	-1011	79	1808	994
chr1	70694191	SRSF11	ENST00000370950.3	1.199313	371	290	289	-1165	-1166	-3412	81	1454	2246
chr1	70701220	SRSF11	ENST00000370950.3	1.396564	658	577	576	-878	-879	-3125	81	1454	2246
chr1	70877146	CTH	ENST00000411986.2	1.042781	245	48	47	-1074	-1075	-1798	197	1121	723
chr1	71530384	ZRANB2	ENST00000370920.3	2.209198	1667	1366	1365	373	372	-1410	301	992	1782
chr1	71530404	ZRANB2	ENST00000370920.3	2.197981	1647	1346	1345	353	352	-1430	301	992	1782
chr1	71530491	ZRANB2	ENST00000370920.3	2.149187	1560	1259	1258	266	265	-1517	301	992	1782
chr1	74671301	FPGT	ENST00000609362.1	1.879552	1606	1570	1569	-215	-216	-1819	36	1784	1603
chr1	76205777	ACADM	ENST00000370841.4	1.458926	1017	581	580	-685	-686	-1601	436	1265	915
chr1	76255002	RABGGTB	ENST00000319942.3	1.271084	340	270	269	-726	-727	-1155	70	995	428
chr1	78031392	ZZZ3	ENST00000370801.3	1.975295	3120	2645	2644	-67	-68	-1207	475	2711	1139
chr1	78031398	ZZZ3	ENST00000370801.3	1.973083	3114	2639	2638	-73	-74	-1213	475	2711	1139
chr1	78031408	ZZZ3	ENST00000370801.3	1.969395	3104	2629	2628	-83	-84	-1223	475	2711	1139
chr1	78414440	FUBP1	ENST00000370767.1	2.252137	2173	2086	2085	118	117	-350	87	1967	467
chr1	78420986	FUBP1	ENST00000370767.1	1.881098	1821	1734	1733	-234	-235	-702	87	1967	467
chr1	78479233	DNAJB4	ENST00000370763.5	1.700197	966	710	709	-304	-305	-2021	256	1013	1716
chr1	82408961	LPHN2	ENST00000370728.1	1.161187	1350	706	705	-3674	-3675	-4951	644	4379	1276
chr1	82409268	LPHN2	ENST00000370728.1	1.231279	1657	1013	1012	-3367	-3368	-4644	644	4379	1276
chr1	82456195	LPHN2	ENST00000370728.1	1.855251	4390	3746	3745	-634	-635	-1911	644	4379	1276
chr1	82456881	LPHN2	ENST00000370728.1	2.040720	5076	4432	4431	52	51	-1225	644	4379	1276
chr1	82457275	LPHN2	ENST00000370728.1	2.349256	5470	4826	4825	446	445	-831	644	4379	1276
chr1	84956060	RPF1	ENST00000370654.5	1.496190	535	521	520	-529	-530	-849	14	1049	319
chr1	84963201	RPF1	ENST00000370654.5	2.150000	1112	1098	1097	48	47	-272	14	1049	319
chr1	85718258	C1orf52	ENST00000471115.1	2.081694	611	603	602	54	53	-607	8	548	660
chr1	85724281	C1orf52	ENST00000471115.1	1.730419	409	401	400	-148	-149	-809	8	548	660
chr1	85724314	C1orf52	ENST00000471115.1	1.670310	376	368	367	-181	-182	-842	8	548	660
chr1	85733327	BCL10	ENST00000370580.1	1.975783	1422	685	684	-17	-18	-1396	737	701	1378
chr1	85733372	BCL10	ENST00000370580.1	1.911681	1377	640	639	-62	-63	-1441	737	701	1378
chr1	85733422	BCL10	ENST00000370580.1	1.840456	1327	590	589	-112	-113	-1491	737	701	1378
chr1	87328689	SEP15	ENST00000331835.5	2.456585	1219	957	956	468	467	-557	262	488	1024
chr1	87328807	SEP15	ENST00000331835.5	2.341463	1101	839	838	350	349	-675	262	488	1024
chr1	87328904	SEP15	ENST00000331835.5	2.246829	1004	742	741	253	252	-772	262	488	1024
chr1	87329239	SEP15	ENST00000331835.5	1.832311	669	407	406	-82	-83	-1107	262	488	1024
chr1	87570480	HS2ST1	ENST00000370550.5	2.019049	1534	1172	1171	101	100	-5201	362	1070	5301
chr1	87810655	LMO4	ENST00000370544.5	2.042646	1453	674	673	176	175	-3951	779	497	4126
chr1	87810666	LMO4	ENST00000370544.5	2.045311	1464	685	684	187	186	-3940	779	497	4126
chr1	89299109	PKN2	ENST00000370521.3	1.992555	3291	2933	2932	-22	-23	-2829	358	2954	2806
chr1	89299316	PKN2	ENST00000370521.3	2.065907	3498	3140	3139	185	184	-2622	358	2954	2806
chr1	90050140	LRRC8B	ENST00000330947.2	1.800580	2290	1931	1930	-481	-482	-5302	359	2411	4820
chr1	90400513	LRRC8D	ENST00000337338.5	1.731859	2292	1886	1885	-691	-692	-1657	406	2576	965
chr1	91381405	ZNF644	ENST00000370440.1	2.635027	5151	4934	4933	950	949	-546	217	3983	1495
chr1	91382393	ZNF644	ENST00000370440.1	1.990462	4163	3946	3945	-38	-39	-1534	217	3983	1495
chr1	91403330	ZNF644	ENST00000370440.1	1.853414	3617	3400	3399	-584	-585	-2080	217	3983	1495
chr1	91404045	ZNF644	ENST00000370440.1	1.719378	3083	2866	2865	-1118	-1119	-2614	217	3983	1495
chr1	91980405	CDC7	ENST00000428239.1	1.549565	1206	948	947	-777	-778	-2106	258	1724	1328
chr1	92789366	RPAP2	ENST00000610020.1	1.483415	997	889	888	-950	-951	-15995	108	1838	15044
chr1	93299110	RPL5	ENST00000370321.3	1.091723	171	82	81	-812	-813	-871	89	893	58
chr1	93307464	RPL5	ENST00000370321.3	2.711864	1025	936	935	42	41	-17	89	893	58
chr1	93308947	FAM69A	ENST00000370310.4	1.994561	1350	1280	1279	-7	-8	-1223	70	1286	1215
chr1	93602389	MTF2	ENST00000370298.4	1.890572	1875	1587	1586	-195	-196	-2249	288	1781	2053
chr1	93602592	MTF2	ENST00000370298.4	2.003895	2078	1790	1789	8	7	-2046	288	1781	2053
chr1	93602597	MTF2	ENST00000370298.4	2.006329	2083	1795	1794	13	12	-2041	288	1781	2053
chr1	93603488	MTF2	ENST00000370298.4	2.440117	2974	2686	2685	904	903	-1150	288	1781	2053
chr1	93620218	TMED5	ENST00000370282.3	2.001826	1184	699	698	9	8	-4919	485	689	4927
chr1	93622033	TMED5	ENST00000370282.3	1.427536	780	295	294	-395	-396	-5323	485	689	4927
chr1	93812151	DR1	ENST00000370272.4	0.932718	706	-51	-52	-582	-583	-9441	757	530	8858
chr1	93812324	DR1	ENST00000370272.4	1.229755	879	122	121	-409	-410	-9268	757	530	8858
chr1	93826379	DR1	ENST00000370272.4	2.020657	1471	714	713	183	182	-8676	757	530	8858
chr1	94337683	DNTTIP2	ENST00000436063.2	1.885953	2069	2012	2011	-259	-260	-2293	57	2270	2033
chr1	94341230	DNTTIP2	ENST00000436063.2	1.782475	1834	1777	1776	-494	-495	-2528	57	2270	2033
chr1	94341890	DNTTIP2	ENST00000436063.2	1.704976	1658	1601	1600	-670	-671	-2704	57	2270	2033
chr1	94342259	DNTTIP2	ENST00000436063.2	1.542492	1289	1232	1231	-1039	-1040	-3073	57	2270	2033
chr1	94342477	DNTTIP2	ENST00000436063.2	1.446499	1071	1014	1013	-1257	-1258	-3291	57	2270	2033
chr1	94342508	DNTTIP2	ENST00000436063.2	1.432849	1040	983	982	-1288	-1289	-3322	57	2270	2033
chr1	94342645	DNTTIP2	ENST00000436063.2	1.372523	903	846	845	-1425	-1426	-3459	57	2270	2033
chr1	94342700	DNTTIP2	ENST00000436063.2	1.348305	848	791	790	-1480	-1481	-3514	57	2270	2033
chr1	94342851	DNTTIP2	ENST00000436063.2	1.281814	697	640	639	-1631	-1632	-3665	57	2270	2033
chr1	95363420	CNN3	ENST00000370206.4	1.876768	1251	868	867	-122	-123	-913	383	989	790
chr1	95368998	CNN3	ENST00000370206.4	1.141414	523	140	139	-850	-851	-1641	383	989	790
chr1	97278336	PTBP2	ENST00000609116.1	1.775485	1321	1240	1239	-359	-360	-10692	81	1598	10332
chr1	100174509	FRRS1	ENST00000414213.1	2.230769	2455	1854	1853	75	74	-250	601	1778	324
chr1	100329982	AGL	ENST00000294724.4	1.108937	978	501	500	-4098	-4099	-6467	477	4598	2368
chr1	100488049	SLC35A3	ENST00000465289.1	2.017642	1133	742	741	79	78	-4399	391	662	4477
chr1	100550765	SASS6	ENST00000287482.5	2.067422	2233	2093	2092	119	118	-1646	140	1973	1764
chr1	100681610	DBT	ENST00000370132.4	1.483782	714	701	700	-748	-749	-10084	13	1448	9335
chr1	107599990	PRMT6	ENST00000361318.5	1.500526	723	476	475	-475	-476	-1915	247	950	1439
chr1	109242564	PRPF38B	ENST00000370021.1	1.940367	1866	1230	1229	-78	-79	-1861	636	1307	1782
chr1	109475038	CLCC1	ENST00000369971.2	2.043106	1916	1787	1786	131	130	-2908	129	1655	3038
chr1	109514081	WDR47	ENST00000357672.3	1.989163	3022	2647	2646	-29	-30	-1241	375	2675	1211
chr1	109772157	SARS	ENST00000369923.4	1.254500	420	410	409	-1201	-1202	-1461	10	1610	259
chr1	109774320	SARS	ENST00000369923.4	1.409063	669	659	658	-952	-953	-1212	10	1610	259
